target_region,target_sector,source_country,source_value,source_share,model_total,residual_to_model_total,indicator,target_sector_value,unit
SE,Construction work (45),SE,59410.562035466835,0.7572126740616879,78459.5452117681,1.4551915228366852e-11,economic_importance,78459.5452117681,M.EUR
SE,Construction work (45),NO,1852.7106453553984,0.023613578696572806,78459.5452117681,1.4551915228366852e-11,economic_importance,78459.5452117681,M.EUR
SE,Construction work (45),DE,1800.361905113558,0.022946371920130916,78459.5452117681,1.4551915228366852e-11,economic_importance,78459.5452117681,M.EUR
SE,Construction work (45),GB,1464.4778188074367,0.018665387555519254,78459.5452117681,1.4551915228366852e-11,economic_importance,78459.5452117681,M.EUR
SE,Construction work (45),US,1447.1366865604264,0.018444367510090678,78459.5452117681,1.4551915228366852e-11,economic_importance,78459.5452117681,M.EUR
SE,Construction work (45),WA,1130.5283727750489,0.014409060997277887,78459.5452117681,1.4551915228366852e-11,economic_importance,78459.5452117681,M.EUR
SE,Construction work (45),CN,1024.3908433487697,0.01305629341317061,78459.5452117681,1.4551915228366852e-11,economic_importance,78459.5452117681,M.EUR
SE,Construction work (45),DK,890.8454676730888,0.011354201267272592,78459.5452117681,1.4551915228366852e-11,economic_importance,78459.5452117681,M.EUR
SE,Construction work (45),NL,886.5439115822224,0.011299376120386307,78459.5452117681,1.4551915228366852e-11,economic_importance,78459.5452117681,M.EUR
SE,Construction work (45),FR,733.8859605609795,0.009353686139527919,78459.5452117681,1.4551915228366852e-11,economic_importance,78459.5452117681,M.EUR
SE,Health and social work services (85),SE,46063.56468572419,0.8732040740700001,52752.34742208901,-7.275957614183426e-12,economic_importance,52752.34742208901,M.EUR
SE,Health and social work services (85),GB,610.2491328563149,0.01156818914566037,52752.34742208901,-7.275957614183426e-12,economic_importance,52752.34742208901,M.EUR
SE,Health and social work services (85),US,599.9229750650038,0.011372441310806917,52752.34742208901,-7.275957614183426e-12,economic_importance,52752.34742208901,M.EUR
SE,Health and social work services (85),WA,588.8109451229074,0.011161796088648642,52752.34742208901,-7.275957614183426e-12,economic_importance,52752.34742208901,M.EUR
SE,Health and social work services (85),DE,478.02851162111534,0.00906174862317028,52752.34742208901,-7.275957614183426e-12,economic_importance,52752.34742208901,M.EUR
SE,Health and social work services (85),TW,421.7107921259768,0.00799416163894526,52752.34742208901,-7.275957614183426e-12,economic_importance,52752.34742208901,M.EUR
SE,Health and social work services (85),DK,416.45034600261,0.007894441979433689,52752.34742208901,-7.275957614183426e-12,economic_importance,52752.34742208901,M.EUR
SE,Health and social work services (85),NO,393.88222484914814,0.007466629336843837,52752.34742208901,-7.275957614183426e-12,economic_importance,52752.34742208901,M.EUR
SE,Health and social work services (85),CN,318.0202682581867,0.006028551975395544,52752.34742208901,-7.275957614183426e-12,economic_importance,52752.34742208901,M.EUR
SE,Health and social work services (85),FR,257.1784411930721,0.0048752037352063635,52752.34742208901,-7.275957614183426e-12,economic_importance,52752.34742208901,M.EUR
SE,Education services (80),SE,37047.83644366265,0.8414864736416355,44026.65711705812,-7.275957614183426e-12,economic_importance,44026.65711705812,M.EUR
SE,Education services (80),US,562.6855447589098,0.01278056481242355,44026.65711705812,-7.275957614183426e-12,economic_importance,44026.65711705812,M.EUR
SE,Education services (80),DK,555.5964021334165,0.012619545487094246,44026.65711705812,-7.275957614183426e-12,economic_importance,44026.65711705812,M.EUR
SE,Education services (80),WA,534.0775922490466,0.01213077774288065,44026.65711705812,-7.275957614183426e-12,economic_importance,44026.65711705812,M.EUR
SE,Education services (80),GB,527.833078807072,0.011988942912555657,44026.65711705812,-7.275957614183426e-12,economic_importance,44026.65711705812,M.EUR
SE,Education services (80),DE,504.53725109601316,0.011459812852802998,44026.65711705812,-7.275957614183426e-12,economic_importance,44026.65711705812,M.EUR
SE,Education services (80),NO,441.93403700213497,0.010037874004994755,44026.65711705812,-7.275957614183426e-12,economic_importance,44026.65711705812,M.EUR
SE,Education services (80),TW,331.8692661368364,0.007537916523038806,44026.65711705812,-7.275957614183426e-12,economic_importance,44026.65711705812,M.EUR
SE,Education services (80),CN,305.9264298021972,0.006948663601435825,44026.65711705812,-7.275957614183426e-12,economic_importance,44026.65711705812,M.EUR
