account,indicator,region,sector,value,share_of_region_total,rank,unit,definition
PBA,ghg,SE,Food waste for treatment: waste water treatment,16243798.792134702,0.00031576542268006556,119,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Sugar,15347469.811748346,0.0002983415612438396,120,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Fish and other fishing products; services incidental of fishing (05),14521769.831629463,0.00028229066658763354,121,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Other Liquid Biofuels,14349208.51047717,0.000278936223503897,122,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Wearing apparel; furs (18),14320436.083287185,0.00027837691236310796,123,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Non-specified Petroleum Products,13735214.918620111,0.000267000718235913,124,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Electricity by petroleum and other oil derivatives,13645481.795384707,0.00026525638380100547,125,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Sewage sludge for treatment: biogasification and land application,11998144.88823849,0.0002332335767324172,126,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Biogasoline,11151663.28571773,0.0002167787052807781,127,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Textiles (17),10675135.594508817,0.00020751541842535382,128,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Radio, television and communication equipment and apparatus (32)",10451861.188648812,0.00020317515676352124,129,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Electricity by coal,9503431.473042088,0.00018473850202141117,130,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Textiles waste for treatment: incineration,9360980.385705726,0.00018196937588413218,131,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Products of meat poultry,7866360.175800402,0.00015291524954544333,132,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Refinery Feedstocks,7668938.332410363,0.00014907753937542335,133,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,P- and other fertiliser,6921279.588211408,0.00013454369896016637,134,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Transmission services of electricity,6595711.376474862,0.00012821493403850523,135,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Office machinery and computers (30),6505665.698522624,0.00012646452380978034,136,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Products of meat pigs,5537657.948128931,0.00010764728897622363,137,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Products of meat cattle,5248366.310928897,0.00010202370934025153,138,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Peat,4176469.3551955204,8.11869580588633e-05,139,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Petroleum Coke,3335897.4093154864,6.484696522957924e-05,140,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Gas Works Gas,3266531.8294167174,6.34985582506164e-05,141,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Refinery Gas,3199315.504781006,6.21919309381756e-05,142,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Uranium and thorium ores (12),3051719.3168826937,5.932278848855085e-05,143,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Food waste for treatment: biogasification and land application,2324197.1859176983,4.518038644744099e-05,144,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Kerosene,2242924.0067398814,4.360050602020605e-05,145,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Paraffin Waxes,2000477.6583226635,3.8887558349229606e-05,146,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Precious metals,1709918.5724008305,3.323934060449455e-05,147,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,White Spirit & SBP,1548267.1995111306,3.0096977494700025e-05,148,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,products of Vegetable oils and fats,907750.2706792123,1.7645881457713912e-05,149,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Oxygen Steel Furnace Gas,741130.5970523305,1.44069388715079e-05,150,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,N-fertiliser,641247.4315340047,1.2465296378756223e-05,151,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Leather and leather products (19),515945.41662747983,1.0029533402008401e-05,152,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Paper waste for treatment: biogasification and land application,501808.4473959628,9.754722926827771e-06,153,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Processed rice,455041.82620685676,8.845620191927673e-06,154,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Electricity by solar photovoltaic,449503.88021391147,8.737967303608934e-06,155,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Ethane,331791.18652859225,6.449734178340752e-06,156,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Private households with employed persons (95),153590.5136659657,2.9856669666990214e-06,157,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Aviation Gasoline,82804.33798997097,1.6096448324517864e-06,158,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Charcoal,79958.68900391049,1.554327873261331e-06,159,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Coal Tar,74922.84146461725,1.4564353453406296e-06,160,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Other non-ferrous metal ores and concentrates,42658.676859152954,8.292478441634629e-07,161,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Wool, silk-worm cocoons",16816.97480054519,3.2690746937011977e-07,162,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Additives/Blending Components,10527.949057457985,2.0465423923448775e-07,163,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Electricity by Geothermal,3534.741170611504,6.871231625592495e-08,164,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Nickel ores and concentrates,2505.106196342605,4.869710140275754e-08,165,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Paper and wood waste for treatment: composting and land application,1474.0231577696857,2.865373742986277e-08,166,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Electricity by solar thermal,2.6509979978659084,5.1533112052918274e-11,167,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Plant-based fibers,0.0,0.0,168,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Gasoline Type Jet Fuel,0.0,0.0,169,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Gas Coke,0.0,0.0,170,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0,0.0,171,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0,0.0,172,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Tobacco products (16),0.0,0.0,173,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Manure (biogas treatment),0.0,0.0,174,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Manure (conventional treatment),0.0,0.0,175,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Coking Coal,0.0,0.0,176,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Patent Fuel,0.0,0.0,177,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Sub-Bituminous Coal,0.0,0.0,178,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Other Hydrocarbons,0.0,0.0,179,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,180,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Lignite/Brown Coal,0.0,0.0,181,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Natural Gas Liquids,0.0,0.0,182,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,BKB/Peat Briquettes,0.0,0.0,183,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Aluminium ores and concentrates,0.0,0.0,184,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Anthracite,0.0,0.0,185,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Other Bituminous Coal,0.0,0.0,186,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Paddy rice,0.0,0.0,187,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0,0.0,188,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Bottles for treatment, Recycling of bottles by direct reuse",0.0,0.0,189,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0,0.0,190,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0,0.0,191,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Ash for treatment, Re-processing of ash into clinker",0.0,0.0,192,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0,0.0,193,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0,0.0,194,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0,0.0,195,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0,0.0,196,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0,0.0,197,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0,0.0,198,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,"Electricity by tide, wave, ocean",0.0,0.0,199,kg CO2-Equivalents,characterized::impacts
PBA,ghg,SE,Extra-territorial organizations and bodies,0.0,0.0,200,kg CO2-Equivalents,characterized::impacts
