account,indicator,region,sector,value,share_of_region_total,rank,unit
CBA,ghg,SE,Leather and leather products (19),389213514.84162194,0.0043250673090433735,44,kg CO2-Equivalents
CBA,ghg,SE,Oil seeds,369922401.8562447,0.004110698180155162,45,kg CO2-Equivalents
CBA,ghg,SE,Electricity by hydro,330951132.37327397,0.003677636744194225,46,kg CO2-Equivalents
CBA,ghg,SE,Railway transportation services,310255774.21385294,0.0034476631856946477,47,kg CO2-Equivalents
CBA,ghg,SE,Crops nec,307097295.7920116,0.0034125651450364666,48,kg CO2-Equivalents
CBA,ghg,SE,Other business services (74),301366902.1433527,0.003348887144934518,49,kg CO2-Equivalents
CBA,ghg,SE,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),291154007.04540765,0.003235398129177227,50,kg CO2-Equivalents
CBA,ghg,SE,"Products of forestry, logging and related services (02)",290103845.95367014,0.0032237283971820485,51,kg CO2-Equivalents
CBA,ghg,SE,Other non-metallic mineral products,286272469.6061223,0.0031811528956705863,52,kg CO2-Equivalents
CBA,ghg,SE,Poultry,283570287.3860504,0.0031511253669814373,53,kg CO2-Equivalents
CBA,ghg,SE,"Financial intermediation services, except insurance and pension funding services (65)",278167577.059866,0.003091088690656054,54,kg CO2-Equivalents
CBA,ghg,SE,Cattle,274912013.589686,0.0030549118093287932,55,kg CO2-Equivalents
CBA,ghg,SE,Distribution and trade services of electricity,269416019.7913674,0.002993838536686949,56,kg CO2-Equivalents
CBA,ghg,SE,Printed matter and recorded media (22),267096755.0299858,0.0029680661114808264,57,kg CO2-Equivalents
CBA,ghg,SE,Paper and paper products,260758051.20289722,0.0028976283706038048,58,kg CO2-Equivalents
CBA,ghg,SE,Sea and coastal water transportation services,237836336.26208445,0.0026429148106235935,59,kg CO2-Equivalents
CBA,ghg,SE,Meat animals nec,222020133.66250312,0.0024671600174106913,60,kg CO2-Equivalents
CBA,ghg,SE,Nuclear fuel,181106514.26034746,0.0020125145566976636,61,kg CO2-Equivalents
CBA,ghg,SE,"Lead, zinc and tin ores and concentrates",177064037.236672,0.0019675932357364114,62,kg CO2-Equivalents
CBA,ghg,SE,Products of meat poultry,173678848.61941588,0.0019299759175674931,63,kg CO2-Equivalents
CBA,ghg,SE,Processed rice,170938237.82704276,0.0018995213580701752,64,kg CO2-Equivalents
CBA,ghg,SE,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",105718797.4165309,0.0011747817000745118,65,kg CO2-Equivalents
CBA,ghg,SE,Electricity by nuclear,98217584.01802902,0.001091425774314276,66,kg CO2-Equivalents
CBA,ghg,SE,products of Vegetable oils and fats,95884907.64815094,0.001065504314947576,67,kg CO2-Equivalents
CBA,ghg,SE,Bitumen,94870117.27530657,0.0010542276338978258,68,kg CO2-Equivalents
CBA,ghg,SE,Pigs,91601602.71629074,0.0010179068358544072,69,kg CO2-Equivalents
CBA,ghg,SE,Transmission services of electricity,85255603.1099835,0.0009473880219031235,70,kg CO2-Equivalents
CBA,ghg,SE,Private households with employed persons (95),83705717.85967517,0.0009301651923423237,71,kg CO2-Equivalents
CBA,ghg,SE,Cereal grains nec,78025079.23399712,0.0008670400862565115,72,kg CO2-Equivalents
CBA,ghg,SE,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",75652773.61262444,0.000840678253743491,73,kg CO2-Equivalents
CBA,ghg,SE,Electricity by biomass and waste,61009735.6318814,0.0006779600477701883,74,kg CO2-Equivalents
CBA,ghg,SE,Inland water transportation services,59984087.071167044,0.0006665627070012837,75,kg CO2-Equivalents
CBA,ghg,SE,Copper products,58771433.86678963,0.000653087309741264,76,kg CO2-Equivalents
CBA,ghg,SE,Tobacco products (16),57594780.08632007,0.0006400119498015095,77,kg CO2-Equivalents
CBA,ghg,SE,Fish and other fishing products; services incidental of fishing (05),50435412.30723321,0.0005604547238728385,78,kg CO2-Equivalents
CBA,ghg,SE,Electricity nec,47509947.1545019,0.0005279460025326445,79,kg CO2-Equivalents
CBA,ghg,SE,Retail trade services of motor fuel,40412460.60328644,0.00044907642095727655,80,kg CO2-Equivalents
CBA,ghg,SE,Basic iron and steel and of ferro-alloys and first products thereof,31544354.210959587,0.0003505311351745389,81,kg CO2-Equivalents
CBA,ghg,SE,Kerosene Type Jet Fuel,31466590.23877696,0.0003496669965948565,82,kg CO2-Equivalents
CBA,ghg,SE,Gas/Diesel Oil,29491827.668491717,0.00032772279190982994,83,kg CO2-Equivalents
CBA,ghg,SE,Liquefied Petroleum Gases (LPG),26505039.968487483,0.0002945326344570556,84,kg CO2-Equivalents
CBA,ghg,SE,Biogas,26387774.763768744,0.00029322954531940405,85,kg CO2-Equivalents
CBA,ghg,SE,Secondary raw materials,25290842.0818181,0.00028104007218444227,86,kg CO2-Equivalents
CBA,ghg,SE,Heavy Fuel Oil,21480865.140901856,0.00023870236784734778,87,kg CO2-Equivalents
CBA,ghg,SE,Other Bituminous Coal,19673912.443990156,0.00021862292111595485,88,kg CO2-Equivalents
CBA,ghg,SE,Animal products nec,19488529.485186905,0.00021656288531503992,89,kg CO2-Equivalents
CBA,ghg,SE,"Cement, lime and plaster",15570820.422458017,0.00017302802656162116,90,kg CO2-Equivalents
CBA,ghg,SE,Electricity by petroleum and other oil derivatives,13696786.882314777,0.00015220315565799247,91,kg CO2-Equivalents
CBA,ghg,SE,Pulp,13198407.463529624,0.00014666500127873144,92,kg CO2-Equivalents
CBA,ghg,SE,Sand and clay,12802392.859908475,0.00014226435805666203,93,kg CO2-Equivalents
CBA,ghg,SE,Stone,12485024.096622838,0.00013873765302033566,94,kg CO2-Equivalents
CBA,ghg,SE,Copper ores and concentrates,12443045.149386575,0.0001382711692898478,95,kg CO2-Equivalents
CBA,ghg,SE,Aluminium and aluminium products,12240799.245293355,0.00013602374695011364,96,kg CO2-Equivalents
CBA,ghg,SE,Iron ores,10758830.293742334,0.00011955562541538536,97,kg CO2-Equivalents
CBA,ghg,SE,Electricity by gas,10459104.695248257,0.00011622497697102779,98,kg CO2-Equivalents
CBA,ghg,SE,Services auxiliary to financial intermediation (67),10388976.24895802,0.00011544568684127128,99,kg CO2-Equivalents
CBA,ghg,SE,Precious metal ores and concentrates,8182736.481315283,9.092923216773325e-05,100,kg CO2-Equivalents
CBA,ghg,SE,Other non-ferrous metal products,6275851.437523626,6.973930465875901e-05,101,kg CO2-Equivalents
CBA,ghg,SE,P- and other fertiliser,5872146.831073796,6.525320762130933e-05,102,kg CO2-Equivalents
CBA,ghg,SE,N-fertiliser,4200024.5079709,4.6672039905905494e-05,103,kg CO2-Equivalents
CBA,ghg,SE,Raw milk,3922621.0567443077,4.3589442430316394e-05,104,kg CO2-Equivalents
CBA,ghg,SE,Sugar,3848349.160009026,4.2764108930062364e-05,105,kg CO2-Equivalents
CBA,ghg,SE,Foundry work services,2896080.5877980073,3.218219048672354e-05,106,kg CO2-Equivalents
CBA,ghg,SE,Biodiesels,2875251.931613228,3.19507356771629e-05,107,kg CO2-Equivalents
CBA,ghg,SE,Precious metals,2156785.4694154086,2.3966902408782442e-05,108,kg CO2-Equivalents
CBA,ghg,SE,Glass and glass products,1818819.4150768705,2.021131356757586e-05,109,kg CO2-Equivalents
CBA,ghg,SE,"Lead, zinc and tin and products thereof",1799409.1928053072,1.999562085751628e-05,110,kg CO2-Equivalents
CBA,ghg,SE,Naphtha,1751922.3948093893,1.9467932095971436e-05,111,kg CO2-Equivalents
CBA,ghg,SE,Other Liquid Biofuels,1549397.4456668044,1.7217408916788673e-05,112,kg CO2-Equivalents
CBA,ghg,SE,Fish products,1494739.7289690154,1.6610034571700075e-05,113,kg CO2-Equivalents
CBA,ghg,SE,Gas Works Gas,1070074.6114248186,1.1891017510001033e-05,114,kg CO2-Equivalents
CBA,ghg,SE,"Bricks, tiles and construction products, in baked clay",1015433.589883635,1.1283828686928758e-05,115,kg CO2-Equivalents
CBA,ghg,SE,Biogasoline,965033.0988311945,1.0723762019409912e-05,116,kg CO2-Equivalents
CBA,ghg,SE,Other non-ferrous metal ores and concentrates,551431.5129481395,6.127686523934855e-06,117,kg CO2-Equivalents
CBA,ghg,SE,Refinery Feedstocks,322234.82711591636,3.5807783220513544e-06,118,kg CO2-Equivalents
CBA,ghg,SE,Paddy rice,302434.54911163094,3.3607511856834077e-06,119,kg CO2-Equivalents
CBA,ghg,SE,Electricity by solar photovoltaic,249869.71693110024,2.7766336548163828e-06,120,kg CO2-Equivalents
CBA,ghg,SE,Electricity by coal,158644.88842321848,1.7629136566475667e-06,121,kg CO2-Equivalents
CBA,ghg,SE,Aviation Gasoline,153065.33493491035,1.7009118415226214e-06,122,kg CO2-Equivalents
CBA,ghg,SE,Coke Oven Coke,124455.16819339897,1.3829863529117153e-06,123,kg CO2-Equivalents
CBA,ghg,SE,Electricity by wind,122408.55489323652,1.3602437195209198e-06,124,kg CO2-Equivalents
CBA,ghg,SE,Coking Coal,108981.49525344657,1.211037860807966e-06,125,kg CO2-Equivalents
CBA,ghg,SE,Kerosene,62439.518385071795,6.938482592763436e-07,126,kg CO2-Equivalents
CBA,ghg,SE,Peat,60845.72652215053,6.761375251397217e-07,127,kg CO2-Equivalents
CBA,ghg,SE,Nickel ores and concentrates,27612.337324223117,3.068372832219659e-07,128,kg CO2-Equivalents
CBA,ghg,SE,Additives/Blending Components,12745.631557057588,1.4163360797728985e-07,129,kg CO2-Equivalents
CBA,ghg,SE,Lubricants,10979.472775674583,1.220074765181912e-07,130,kg CO2-Equivalents
CBA,ghg,SE,Paraffin Waxes,8091.841684366987,8.991917958771638e-08,131,kg CO2-Equivalents
CBA,ghg,SE,Aluminium ores and concentrates,6232.300273078092,6.925534993871082e-08,132,kg CO2-Equivalents
CBA,ghg,SE,"Wool, silk-worm cocoons",1809.4056945955479,2.0106705240378363e-08,133,kg CO2-Equivalents
CBA,ghg,SE,Charcoal,1774.4999215176217,1.971882092423981e-08,134,kg CO2-Equivalents
CBA,ghg,SE,Coal Tar,1228.8631988537131,1.365552799678962e-08,135,kg CO2-Equivalents
CBA,ghg,SE,"Sugar cane, sugar beet",135.74351699806337,1.5084261604374116e-09,136,kg CO2-Equivalents
CBA,ghg,SE,Plant-based fibers,86.57389802449009,9.620373442441802e-10,137,kg CO2-Equivalents
CBA,ghg,SE,Electricity by Geothermal,8.695183229337013,9.662370728994542e-11,138,kg CO2-Equivalents
CBA,ghg,SE,BKB/Peat Briquettes,1.2905042990051936,1.4340503972680699e-11,139,kg CO2-Equivalents
CBA,ghg,SE,Electricity by solar thermal,0.20049485346883167,2.227964095034947e-12,140,kg CO2-Equivalents
CBA,ghg,SE,Anthracite,0.12326549337159379,1.3697662989208476e-12,141,kg CO2-Equivalents
CBA,ghg,SE,Patent Fuel,0.11031377259708905,1.2258425604544104e-12,142,kg CO2-Equivalents
CBA,ghg,SE,Natural Gas Liquids,0.10663252763797948,1.1849353678156752e-12,143,kg CO2-Equivalents
CBA,ghg,SE,Lignite/Brown Coal,0.06748585650525696,7.499248116100248e-13,144,kg CO2-Equivalents
CBA,ghg,SE,Other Hydrocarbons,0.05309808882065442,5.900432522862001e-13,145,kg CO2-Equivalents
CBA,ghg,SE,Manure (biogas treatment),0.0,0.0,146,kg CO2-Equivalents
CBA,ghg,SE,Manure (conventional treatment),0.0,0.0,147,kg CO2-Equivalents
CBA,ghg,SE,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0,0.0,148,kg CO2-Equivalents
CBA,ghg,SE,Sub-Bituminous Coal,0.0,0.0,149,kg CO2-Equivalents
CBA,ghg,SE,Uranium and thorium ores (12),0.0,0.0,150,kg CO2-Equivalents
CBA,ghg,SE,"Crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,151,kg CO2-Equivalents
CBA,ghg,SE,"Natural gas and services related to natural gas extraction, excluding surveying",0.0,0.0,152,kg CO2-Equivalents
CBA,ghg,SE,Gasoline Type Jet Fuel,0.0,0.0,153,kg CO2-Equivalents
CBA,ghg,SE,Gas Coke,0.0,0.0,154,kg CO2-Equivalents
CBA,ghg,SE,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0,0.0,155,kg CO2-Equivalents
CBA,ghg,SE,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0,0.0,156,kg CO2-Equivalents
CBA,ghg,SE,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0,0.0,157,kg CO2-Equivalents
CBA,ghg,SE,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0,0.0,158,kg CO2-Equivalents
CBA,ghg,SE,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0,0.0,159,kg CO2-Equivalents
CBA,ghg,SE,Refinery Gas,0.0,0.0,160,kg CO2-Equivalents
CBA,ghg,SE,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0,0.0,161,kg CO2-Equivalents
CBA,ghg,SE,Non-specified Petroleum Products,0.0,0.0,162,kg CO2-Equivalents
CBA,ghg,SE,Petroleum Coke,0.0,0.0,163,kg CO2-Equivalents
CBA,ghg,SE,White Spirit & SBP,0.0,0.0,164,kg CO2-Equivalents
CBA,ghg,SE,Ethane,0.0,0.0,165,kg CO2-Equivalents
CBA,ghg,SE,Chemicals nec,0.0,0.0,166,kg CO2-Equivalents
CBA,ghg,SE,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0,0.0,167,kg CO2-Equivalents
CBA,ghg,SE,"Ash for treatment, Re-processing of ash into clinker",0.0,0.0,168,kg CO2-Equivalents
CBA,ghg,SE,"Bottles for treatment, Recycling of bottles by direct reuse",0.0,0.0,169,kg CO2-Equivalents
CBA,ghg,SE,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0,0.0,170,kg CO2-Equivalents
CBA,ghg,SE,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0,0.0,171,kg CO2-Equivalents
CBA,ghg,SE,"Electricity by tide, wave, ocean",0.0,0.0,172,kg CO2-Equivalents
CBA,ghg,SE,Oxygen Steel Furnace Gas,0.0,0.0,173,kg CO2-Equivalents
CBA,ghg,SE,Distribution services of gaseous fuels through mains,0.0,0.0,174,kg CO2-Equivalents
CBA,ghg,SE,"Collected and purified water, distribution services of water (41)",0.0,0.0,175,kg CO2-Equivalents
CBA,ghg,SE,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0,0.0,176,kg CO2-Equivalents
CBA,ghg,SE,Transportation services via pipelines,0.0,0.0,177,kg CO2-Equivalents
CBA,ghg,SE,Blast Furnace Gas,0.0,0.0,178,kg CO2-Equivalents
CBA,ghg,SE,Coke oven gas,0.0,0.0,179,kg CO2-Equivalents
CBA,ghg,SE,Textiles waste for treatment: incineration,0.0,0.0,180,kg CO2-Equivalents
CBA,ghg,SE,Paper waste for treatment: incineration,0.0,0.0,181,kg CO2-Equivalents
CBA,ghg,SE,Plastic waste for treatment: incineration,0.0,0.0,182,kg CO2-Equivalents
CBA,ghg,SE,Intert/metal waste for treatment: incineration,0.0,0.0,183,kg CO2-Equivalents
CBA,ghg,SE,Food waste for treatment: incineration,0.0,0.0,184,kg CO2-Equivalents
CBA,ghg,SE,Paper waste for treatment: biogasification and land application,0.0,0.0,185,kg CO2-Equivalents
CBA,ghg,SE,Food waste for treatment: biogasification and land application,0.0,0.0,186,kg CO2-Equivalents
CBA,ghg,SE,Oil/hazardous waste for treatment: incineration,0.0,0.0,187,kg CO2-Equivalents
CBA,ghg,SE,Wood waste for treatment: incineration,0.0,0.0,188,kg CO2-Equivalents
CBA,ghg,SE,Sewage sludge for treatment: biogasification and land application,0.0,0.0,189,kg CO2-Equivalents
CBA,ghg,SE,Food waste for treatment: composting and land application,0.0,0.0,190,kg CO2-Equivalents
CBA,ghg,SE,Paper and wood waste for treatment: composting and land application,0.0,0.0,191,kg CO2-Equivalents
CBA,ghg,SE,Food waste for treatment: waste water treatment,0.0,0.0,192,kg CO2-Equivalents
CBA,ghg,SE,Plastic waste for treatment: landfill,0.0,0.0,193,kg CO2-Equivalents
CBA,ghg,SE,Paper for treatment: landfill,0.0,0.0,194,kg CO2-Equivalents
CBA,ghg,SE,Food waste for treatment: landfill,0.0,0.0,195,kg CO2-Equivalents
CBA,ghg,SE,Other waste for treatment: waste water treatment,0.0,0.0,196,kg CO2-Equivalents
CBA,ghg,SE,Wood waste for treatment: landfill,0.0,0.0,197,kg CO2-Equivalents
CBA,ghg,SE,Textiles waste for treatment: landfill,0.0,0.0,198,kg CO2-Equivalents
CBA,ghg,SE,Inert/metal/hazardous waste for treatment: landfill,0.0,0.0,199,kg CO2-Equivalents
CBA,ghg,SE,Extra-territorial organizations and bodies,0.0,0.0,200,kg CO2-Equivalents
PBA,ghg,SE,Steam and hot water supply services,5535877320.738843,0.10761267511725044,1,kg CO2-Equivalents
PBA,ghg,SE,Food waste for treatment: landfill,3781346327.330443,0.07350610756932555,2,kg CO2-Equivalents
PBA,ghg,SE,Paper for treatment: landfill,2890669470.9351516,0.056192118543114955,3,kg CO2-Equivalents
PBA,ghg,SE,Sea and coastal water transportation services,2850031752.5225816,0.055402156386140246,4,kg CO2-Equivalents
PBA,ghg,SE,Basic iron and steel and of ferro-alloys and first products thereof,2400098735.5319223,0.046655847034133516,5,kg CO2-Equivalents
PBA,ghg,SE,Raw milk,2250941577.5654745,0.043756360674216586,6,kg CO2-Equivalents
PBA,ghg,SE,Cattle,2229208342.467364,0.04333388534964641,7,kg CO2-Equivalents
PBA,ghg,SE,"Cement, lime and plaster",2139058602.2707233,0.04158145224074384,8,kg CO2-Equivalents
PBA,ghg,SE,Other transport equipment (35),2121716448.1896222,0.04124433573963002,9,kg CO2-Equivalents
PBA,ghg,SE,Air transport services (62),1496761872.4468212,0.029095758409257884,10,kg CO2-Equivalents
PBA,ghg,SE,Secondary raw materials,1460943521.1068428,0.028399480586853,11,kg CO2-Equivalents
PBA,ghg,SE,Other business services (74),1373317531.4259653,0.02669610700882413,12,kg CO2-Equivalents
PBA,ghg,SE,Construction work (45),1169195123.2424753,0.022728143644876426,13,kg CO2-Equivalents
PBA,ghg,SE,Gas/Diesel Oil,802720168.4596834,0.015604186959653833,14,kg CO2-Equivalents
PBA,ghg,SE,Paper and paper products,785587714.7111173,0.015271146851937048,15,kg CO2-Equivalents
PBA,ghg,SE,Cereal grains nec,747469890.1037716,0.014530169254713279,16,kg CO2-Equivalents
PBA,ghg,SE,Motor Gasoline,678109906.1600147,0.013181871056284085,17,kg CO2-Equivalents
PBA,ghg,SE,Computer and related services (72),656822821.1991093,0.012768068505149248,18,kg CO2-Equivalents
PBA,ghg,SE,Wheat,645333799.2246692,0.0125447318382548,19,kg CO2-Equivalents
PBA,ghg,SE,Meat animals nec,639132180.8129838,0.01242417773116906,20,kg CO2-Equivalents
PBA,ghg,SE,Real estate services (70),624370323.0938551,0.012137219963354285,21,kg CO2-Equivalents
PBA,ghg,SE,Electricity by hydro,560058583.6317308,0.010887055278700621,22,kg CO2-Equivalents
PBA,ghg,SE,"Medical, precision and optical instruments, watches and clocks (33)",512356673.6325858,0.00995977133691609,23,kg CO2-Equivalents
PBA,ghg,SE,"Motor vehicles, trailers and semi-trailers (34)",502633563.5193379,0.009770762471812383,24,kg CO2-Equivalents
PBA,ghg,SE,Electricity by wind,458231267.176013,0.008907620170418974,25,kg CO2-Equivalents
PBA,ghg,SE,Renting services of machinery and equipment without operator and of personal and household goods (71),457425602.2749783,0.008891958740400715,26,kg CO2-Equivalents
PBA,ghg,SE,"Plastics, basic",447622052.7471576,0.008701386202533775,27,kg CO2-Equivalents
PBA,ghg,SE,Distribution services of gaseous fuels through mains,401644159.1600848,0.007807615651184052,28,kg CO2-Equivalents
PBA,ghg,SE,Electricity nec,396593751.4856031,0.0077094400868073605,29,kg CO2-Equivalents
PBA,ghg,SE,Heavy Fuel Oil,362488601.2624277,0.007046465414835806,30,kg CO2-Equivalents
PBA,ghg,SE,Pulp,352077721.77005523,0.006844086906861935,31,kg CO2-Equivalents
PBA,ghg,SE,Furniture; other manufactured goods n.e.c. (36),322656160.84613645,0.006272157166784982,32,kg CO2-Equivalents
PBA,ghg,SE,Glass and glass products,304063702.426604,0.0059107358289174185,33,kg CO2-Equivalents
PBA,ghg,SE,Copper ores and concentrates,300293823.79335046,0.005837452643419076,34,kg CO2-Equivalents
PBA,ghg,SE,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),287948783.15314245,0.0055974757127983206,35,kg CO2-Equivalents
PBA,ghg,SE,Foundry work services,286567520.55455774,0.005570625160544163,36,kg CO2-Equivalents
PBA,ghg,SE,Aluminium and aluminium products,275777090.1481149,0.00536086851052706,37,kg CO2-Equivalents
PBA,ghg,SE,Oil seeds,273230710.45651376,0.005311369088014412,38,kg CO2-Equivalents
PBA,ghg,SE,Poultry,273032963.4527057,0.005307525057006628,39,kg CO2-Equivalents
PBA,ghg,SE,Stone,240604437.0638133,0.004677142504679167,40,kg CO2-Equivalents
PBA,ghg,SE,"Collected and purified water, distribution services of water (41)",240417842.02528897,0.004673515258247244,41,kg CO2-Equivalents
PBA,ghg,SE,Hotel and restaurant services (55),237694102.6959307,0.004620568117519207,42,kg CO2-Equivalents
PBA,ghg,SE,Food products nec,225361407.6571,0.004380831174729318,43,kg CO2-Equivalents
PBA,ghg,SE,Other services (93),218090235.75951976,0.0042394858713923666,44,kg CO2-Equivalents
PBA,ghg,SE,Supporting and auxiliary transport services; travel agency services (63),212856858.55262977,0.004137753537292175,45,kg CO2-Equivalents
PBA,ghg,SE,Sand and clay,207786290.96942547,0.004039186081697151,46,kg CO2-Equivalents
PBA,ghg,SE,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",206244689.7681978,0.004009218685453273,47,kg CO2-Equivalents
PBA,ghg,SE,Coke Oven Coke,199047629.3702985,0.0038693140456779475,48,kg CO2-Equivalents
PBA,ghg,SE,Inland water transportation services,189575237.7659531,0.0036851789319023867,49,kg CO2-Equivalents
PBA,ghg,SE,"Products of forestry, logging and related services (02)",186589445.34117937,0.0036271377052713312,50,kg CO2-Equivalents
PBA,ghg,SE,Machinery and equipment n.e.c. (29),177463609.7014444,0.0034497393402112553,51,kg CO2-Equivalents
PBA,ghg,SE,Plastic waste for treatment: landfill,176565931.26155928,0.003432289246447576,52,kg CO2-Equivalents
PBA,ghg,SE,"Fabricated metal products, except machinery and equipment (28)",170226114.65573874,0.003309048685796196,53,kg CO2-Equivalents
PBA,ghg,SE,Other non-metallic mineral products,169818433.26121587,0.003301123711502459,54,kg CO2-Equivalents
PBA,ghg,SE,Pigs,167737648.5000019,0.0032606750524148405,55,kg CO2-Equivalents
PBA,ghg,SE,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",160083994.55032724,0.0031118946282423852,56,kg CO2-Equivalents
PBA,ghg,SE,Chemicals nec,152222021.29568425,0.0029590646566563295,57,kg CO2-Equivalents
PBA,ghg,SE,Intert/metal waste for treatment: incineration,149428299.3221276,0.0029047571137521544,58,kg CO2-Equivalents
PBA,ghg,SE,"Insurance and pension funding services, except compulsory social security services (66)",140269884.93732488,0.0027267254460183413,59,kg CO2-Equivalents
PBA,ghg,SE,Dairy products,133560174.4926248,0.002596294468526961,60,kg CO2-Equivalents
PBA,ghg,SE,Ceramic goods,131488071.54280439,0.002556014576356453,61,kg CO2-Equivalents
PBA,ghg,SE,Animal products nec,125759032.51175697,0.0024446470043778404,62,kg CO2-Equivalents
PBA,ghg,SE,Iron ores,117630212.43912531,0.0022866297610611218,63,kg CO2-Equivalents
PBA,ghg,SE,Electricity by biomass and waste,111539440.15376435,0.002168230406960149,64,kg CO2-Equivalents
PBA,ghg,SE,Health and social work services (85),109648133.838285,0.0021314650452509197,65,kg CO2-Equivalents
PBA,ghg,SE,Crops nec,107277481.08254853,0.002085381602638641,66,kg CO2-Equivalents
PBA,ghg,SE,Research and development services (73),102733043.22173668,0.0019970416545559747,67,kg CO2-Equivalents
PBA,ghg,SE,Printed matter and recorded media (22),102108166.15461893,0.0019848945839263483,68,kg CO2-Equivalents
PBA,ghg,SE,Food waste for treatment: composting and land application,100107948.0116973,0.0019460120703324367,69,kg CO2-Equivalents
PBA,ghg,SE,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",98666925.59005372,0.0019179998387181155,70,kg CO2-Equivalents
PBA,ghg,SE,Textiles waste for treatment: landfill,98575795.99708316,0.0019162283581173496,71,kg CO2-Equivalents
PBA,ghg,SE,Other land transportation services,90732409.04392563,0.0017637596881836793,72,kg CO2-Equivalents
PBA,ghg,SE,Post and telecommunication services (64),89612688.27577086,0.0017419932832826769,73,kg CO2-Equivalents
PBA,ghg,SE,Retail trade services of motor fuel,82535243.68999518,0.0016044138716117965,74,kg CO2-Equivalents
PBA,ghg,SE,Electricity by nuclear,78810884.02190515,0.0015320155354925141,75,kg CO2-Equivalents
PBA,ghg,SE,"Vegetables, fruit, nuts",77456487.43251334,0.001505687235259394,76,kg CO2-Equivalents
PBA,ghg,SE,Membership organisation services n.e.c. (91),70954267.55951081,0.0013792896953224065,77,kg CO2-Equivalents
PBA,ghg,SE,Public administration and defence services; compulsory social security services (75),70667554.3201131,0.0013737162375133734,78,kg CO2-Equivalents
PBA,ghg,SE,"Sugar cane, sugar beet",68471908.40166041,0.0013310347767068267,79,kg CO2-Equivalents
PBA,ghg,SE,Food waste for treatment: incineration,65155327.92715446,0.0012665633160105858,80,kg CO2-Equivalents
PBA,ghg,SE,"Natural gas and services related to natural gas extraction, excluding surveying",61764981.87384543,0.0012006579161558972,81,kg CO2-Equivalents
PBA,ghg,SE,Fish products,59343086.87622015,0.001153578368606827,82,kg CO2-Equivalents
PBA,ghg,SE,Beverages,57903011.29384771,0.0011255845427303808,83,kg CO2-Equivalents
PBA,ghg,SE,Inert/metal/hazardous waste for treatment: landfill,54075118.15061118,0.0010511736052510644,84,kg CO2-Equivalents
PBA,ghg,SE,Biogas,46212406.66261532,0.0008983292830460624,85,kg CO2-Equivalents
PBA,ghg,SE,Education services (80),45526130.41612255,0.0008849886653850019,86,kg CO2-Equivalents
PBA,ghg,SE,Wood waste for treatment: landfill,43758958.48905918,0.0008506363690017406,87,kg CO2-Equivalents
PBA,ghg,SE,Blast Furnace Gas,41973938.1046598,0.0008159371140192616,88,kg CO2-Equivalents
PBA,ghg,SE,"Lead, zinc and tin and products thereof",41575389.1072444,0.0008081896656398518,89,kg CO2-Equivalents
PBA,ghg,SE,Other waste for treatment: waste water treatment,41290588.013662525,0.0008026533782944209,90,kg CO2-Equivalents
PBA,ghg,SE,"Bricks, tiles and construction products, in baked clay",40835815.419926755,0.0007938129917492608,91,kg CO2-Equivalents
PBA,ghg,SE,"Lead, zinc and tin ores and concentrates",39114442.04285396,0.0007603509796326889,92,kg CO2-Equivalents
PBA,ghg,SE,"Financial intermediation services, except insurance and pension funding services (65)",38436850.643238924,0.0007471791878959305,93,kg CO2-Equivalents
PBA,ghg,SE,Nuclear fuel,37906581.67638574,0.00073687121704532,94,kg CO2-Equivalents
PBA,ghg,SE,Transportation services via pipelines,37898139.29947015,0.0007367071045277195,95,kg CO2-Equivalents
PBA,ghg,SE,Lubricants,37213041.00673524,0.0007233893852705981,96,kg CO2-Equivalents
PBA,ghg,SE,Meat products nec,36017967.1632318,0.0007001581816490381,97,kg CO2-Equivalents
PBA,ghg,SE,Kerosene Type Jet Fuel,35303811.109867714,0.0006862756046154435,98,kg CO2-Equivalents
PBA,ghg,SE,Electrical machinery and apparatus n.e.c. (31),34035566.96114546,0.0006616220334399199,99,kg CO2-Equivalents
