account,indicator,region,sector,value,share_of_region_total,rank,unit
CBA,materials,SE,Charcoal,1935.815088653101,3.9555806697514206e-08,130,
CBA,materials,SE,Lubricants,1781.7352500372594,3.640739012198632e-08,131,
CBA,materials,SE,Paraffin Waxes,1655.093373980743,3.381963181879654e-08,132,
CBA,materials,SE,Aluminium ores and concentrates,933.3322503107089,1.907140320077451e-08,133,
CBA,materials,SE,Plant-based fibers,701.9774773228927,1.4343976117219384e-08,134,
CBA,materials,SE,Coal Tar,288.94140191801193,5.904133255377151e-09,135,
CBA,materials,SE,"Sugar cane, sugar beet",75.99484877485183,1.5528536613672128e-09,136,
CBA,materials,SE,"Wool, silk-worm cocoons",39.693173708430365,8.110772127073169e-10,137,
CBA,materials,SE,BKB/Peat Briquettes,0.3298243732457329,6.7395224000007364e-12,138,
CBA,materials,SE,Anthracite,0.02758944270834291,5.637535677142976e-13,139,
CBA,materials,SE,Natural Gas Liquids,0.026212347989307366,5.356144686703708e-13,140,
CBA,materials,SE,Electricity by solar thermal,0.025324366342423153,5.17469744734196e-13,141,
CBA,materials,SE,Other Hydrocarbons,0.020490009182309556,4.186860858748941e-13,142,
CBA,materials,SE,Electricity by Geothermal,0.020090378328125796,4.105201608797263e-13,143,
CBA,materials,SE,Lignite/Brown Coal,0.012046464999247391,2.461534904297829e-13,144,
CBA,materials,SE,Patent Fuel,0.007813335658949976,1.5965512243385775e-13,145,
CBA,materials,SE,Manure (biogas treatment),0.0,0.0,146,
CBA,materials,SE,Manure (conventional treatment),0.0,0.0,147,
CBA,materials,SE,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0,0.0,148,
CBA,materials,SE,Sub-Bituminous Coal,0.0,0.0,149,
CBA,materials,SE,Uranium and thorium ores (12),0.0,0.0,150,
CBA,materials,SE,"Crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,151,
CBA,materials,SE,"Natural gas and services related to natural gas extraction, excluding surveying",0.0,0.0,152,
CBA,materials,SE,Gasoline Type Jet Fuel,0.0,0.0,153,
CBA,materials,SE,Gas Coke,0.0,0.0,154,
CBA,materials,SE,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0,0.0,155,
CBA,materials,SE,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0,0.0,156,
CBA,materials,SE,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0,0.0,157,
CBA,materials,SE,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0,0.0,158,
CBA,materials,SE,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0,0.0,159,
CBA,materials,SE,Refinery Gas,0.0,0.0,160,
CBA,materials,SE,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0,0.0,161,
CBA,materials,SE,Non-specified Petroleum Products,0.0,0.0,162,
CBA,materials,SE,Petroleum Coke,0.0,0.0,163,
CBA,materials,SE,White Spirit & SBP,0.0,0.0,164,
CBA,materials,SE,Ethane,0.0,0.0,165,
CBA,materials,SE,Chemicals nec,0.0,0.0,166,
CBA,materials,SE,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0,0.0,167,
CBA,materials,SE,"Ash for treatment, Re-processing of ash into clinker",0.0,0.0,168,
CBA,materials,SE,"Bottles for treatment, Recycling of bottles by direct reuse",0.0,0.0,169,
CBA,materials,SE,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0,0.0,170,
CBA,materials,SE,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0,0.0,171,
CBA,materials,SE,"Electricity by tide, wave, ocean",0.0,0.0,172,
CBA,materials,SE,Oxygen Steel Furnace Gas,0.0,0.0,173,
CBA,materials,SE,Distribution services of gaseous fuels through mains,0.0,0.0,174,
CBA,materials,SE,"Collected and purified water, distribution services of water (41)",0.0,0.0,175,
CBA,materials,SE,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0,0.0,176,
CBA,materials,SE,Transportation services via pipelines,0.0,0.0,177,
CBA,materials,SE,Blast Furnace Gas,0.0,0.0,178,
CBA,materials,SE,Coke oven gas,0.0,0.0,179,
CBA,materials,SE,Textiles waste for treatment: incineration,0.0,0.0,180,
CBA,materials,SE,Paper waste for treatment: incineration,0.0,0.0,181,
CBA,materials,SE,Plastic waste for treatment: incineration,0.0,0.0,182,
CBA,materials,SE,Intert/metal waste for treatment: incineration,0.0,0.0,183,
CBA,materials,SE,Food waste for treatment: incineration,0.0,0.0,184,
CBA,materials,SE,Paper waste for treatment: biogasification and land application,0.0,0.0,185,
CBA,materials,SE,Food waste for treatment: biogasification and land application,0.0,0.0,186,
CBA,materials,SE,Oil/hazardous waste for treatment: incineration,0.0,0.0,187,
CBA,materials,SE,Wood waste for treatment: incineration,0.0,0.0,188,
CBA,materials,SE,Sewage sludge for treatment: biogasification and land application,0.0,0.0,189,
CBA,materials,SE,Food waste for treatment: composting and land application,0.0,0.0,190,
CBA,materials,SE,Paper and wood waste for treatment: composting and land application,0.0,0.0,191,
CBA,materials,SE,Food waste for treatment: waste water treatment,0.0,0.0,192,
CBA,materials,SE,Plastic waste for treatment: landfill,0.0,0.0,193,
CBA,materials,SE,Paper for treatment: landfill,0.0,0.0,194,
CBA,materials,SE,Food waste for treatment: landfill,0.0,0.0,195,
CBA,materials,SE,Other waste for treatment: waste water treatment,0.0,0.0,196,
CBA,materials,SE,Wood waste for treatment: landfill,0.0,0.0,197,
CBA,materials,SE,Textiles waste for treatment: landfill,0.0,0.0,198,
CBA,materials,SE,Inert/metal/hazardous waste for treatment: landfill,0.0,0.0,199,
CBA,materials,SE,Extra-territorial organizations and bodies,0.0,0.0,200,
PBA,materials,SE,Basic iron and steel and of ferro-alloys and first products thereof,6791297846.320047,0.36040598110411015,1,
PBA,materials,SE,Sea and coastal water transportation services,3420363953.5450087,0.18151458738899032,2,
PBA,materials,SE,Cattle,1028188951.7674385,0.05456474687278603,3,
PBA,materials,SE,Raw milk,842125125.5121837,0.04469056415146033,4,
PBA,materials,SE,Other business services (74),705363727.8334492,0.03743280181752266,5,
PBA,materials,SE,Poultry,436701521.1509437,0.023175222724968084,6,
PBA,materials,SE,Steam and hot water supply services,403331213.0842084,0.021404300746475414,7,
PBA,materials,SE,Pigs,302859906.5609833,0.016072409756016814,8,
PBA,materials,SE,Meat animals nec,302200836.6336964,0.01603743371032788,9,
PBA,materials,SE,Cereal grains nec,287193339.4022586,0.015241003942997858,10,
PBA,materials,SE,Other transport equipment (35),269888115.7984466,0.014322636609935385,11,
PBA,materials,SE,Wheat,248875519.66333658,0.01320752349061868,12,
PBA,materials,SE,Hotel and restaurant services (55),202901545.77148053,0.010767740176634387,13,
PBA,materials,SE,Paper and paper products,198120477.01342398,0.010514014627340848,14,
PBA,materials,SE,Renting services of machinery and equipment without operator and of personal and household goods (71),192375176.2009015,0.010209118446532432,15,
PBA,materials,SE,Coke Oven Coke,148646143.55392918,0.007888471455264688,16,
PBA,materials,SE,Pulp,141549770.58085245,0.0075118755053420585,17,
PBA,materials,SE,"Cement, lime and plaster",140189082.32668328,0.007439665421744207,18,
PBA,materials,SE,Electricity by hydro,130660177.35619473,0.006933977934249064,19,
PBA,materials,SE,Secondary raw materials,130105690.92288905,0.0069045520083764805,20,
PBA,materials,SE,"Fabricated metal products, except machinery and equipment (28)",129671737.99148355,0.006881522649992361,21,
PBA,materials,SE,Air transport services (62),122475482.37654813,0.00649962604880263,22,
PBA,materials,SE,Inland water transportation services,120794241.55125092,0.006410404627091336,23,
PBA,materials,SE,Supporting and auxiliary transport services; travel agency services (63),117743458.12713328,0.006248503232396791,24,
PBA,materials,SE,Computer and related services (72),113601124.67044297,0.00602867459473399,25,
PBA,materials,SE,Oil seeds,109006348.09886453,0.005784835346963223,26,
PBA,materials,SE,"Products of forestry, logging and related services (02)",90080191.45416926,0.0047804470535300955,27,
PBA,materials,SE,Copper products,83223440.63580157,0.004416567562186732,28,
PBA,materials,SE,Construction work (45),76589845.8624941,0.004064530692854539,29,
PBA,materials,SE,Other services (93),76409374.51125865,0.004054953296033629,30,
PBA,materials,SE,Furniture; other manufactured goods n.e.c. (36),69089952.28912172,0.0036665203916346704,31,
PBA,materials,SE,Animal products nec,67249334.25354086,0.0035688410137067984,32,
PBA,materials,SE,"Medical, precision and optical instruments, watches and clocks (33)",61643415.9017335,0.0032713416918846157,33,
PBA,materials,SE,"Motor vehicles, trailers and semi-trailers (34)",61616056.61006493,0.003269889767292401,34,
PBA,materials,SE,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",60252772.32900094,0.0031975419156800742,35,
PBA,materials,SE,Electricity by wind,59521293.65214271,0.0031587232250327953,36,
PBA,materials,SE,Electricity by nuclear,59071679.15164727,0.003134862726077136,37,
PBA,materials,SE,Electricity by biomass and waste,50763352.03834358,0.0026939498324942642,38,
PBA,materials,SE,"Plastics, basic",50018849.61515853,0.0026544399873462132,39,
PBA,materials,SE,Machinery and equipment n.e.c. (29),48473143.90301175,0.002572411250528795,40,
PBA,materials,SE,Research and development services (73),44118268.32442393,0.0023413032589484025,41,
PBA,materials,SE,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",43865978.04517123,0.0023279145182872386,42,
PBA,materials,SE,"Collected and purified water, distribution services of water (41)",42419732.580436036,0.0022511640167733496,43,
PBA,materials,SE,Electricity nec,41034829.78362773,0.002177668896619257,44,
PBA,materials,SE,Real estate services (70),37723990.66836399,0.0020019666602255066,45,
PBA,materials,SE,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),35310681.6985322,0.0018738952655287075,46,
PBA,materials,SE,Crops nec,34805833.862961575,0.001847103600135073,47,
PBA,materials,SE,Gas/Diesel Oil,30939027.15016482,0.001641896834270633,48,
PBA,materials,SE,"Sugar cane, sugar beet",26464656.068038113,0.0014044473605221745,49,
PBA,materials,SE,"Vegetables, fruit, nuts",26401681.52874839,0.001401105377718462,50,
PBA,materials,SE,Motor Gasoline,25953313.032859564,0.001377311002723622,51,
PBA,materials,SE,Electricity by gas,25448693.64034437,0.001350531460527259,52,
PBA,materials,SE,Other waste for treatment: waste water treatment,23661913.830735687,0.0012557092122808544,53,
PBA,materials,SE,Copper ores and concentrates,22516862.827444,0.001194942737360423,54,
PBA,materials,SE,"Lead, zinc and tin and products thereof",21345053.355482932,0.0011327562227992833,55,
PBA,materials,SE,Glass and glass products,19738663.247874744,0.001047507038347422,56,
PBA,materials,SE,Food products nec,19107929.87351336,0.0010140347793262693,57,
PBA,materials,SE,Other land transportation services,16283035.244672995,0.0008641210303990864,58,
PBA,materials,SE,Food waste for treatment: waste water treatment,15928430.557328619,0.0008453025875714438,59,
PBA,materials,SE,Intert/metal waste for treatment: incineration,15745292.277451478,0.0008355836600659147,60,
PBA,materials,SE,Aluminium and aluminium products,14812645.534762925,0.0007860892229305507,61,
PBA,materials,SE,Chemicals nec,14414796.135817084,0.0007649758354450567,62,
PBA,materials,SE,Heavy Fuel Oil,13972276.83405513,0.0007414918701238415,63,
PBA,materials,SE,Distribution and trade services of electricity,13423129.651721936,0.0007123492918570681,64,
PBA,materials,SE,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",12484829.48057426,0.0006625548340958208,65,
PBA,materials,SE,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",12205847.147974284,0.0006477495783749442,66,
PBA,materials,SE,Stone,10904133.959222544,0.0005786692303288865,67,
PBA,materials,SE,Other non-metallic mineral products,10865208.421088472,0.0005766034989946589,68,
PBA,materials,SE,Sand and clay,10577192.396285027,0.0005613188361302201,69,
PBA,materials,SE,Electrical machinery and apparatus n.e.c. (31),10531875.670404086,0.0005589139321750215,70,
PBA,materials,SE,Rubber and plastic products (25),10389795.225541212,0.0005513738944259395,71,
PBA,materials,SE,Foundry work services,9801858.044378152,0.0005201727777322465,72,
PBA,materials,SE,Electricity by coal,8485173.06462999,0.0004502978948056616,73,
PBA,materials,SE,Nuclear fuel,8105865.546060711,0.0004301685025357876,74,
PBA,materials,SE,Ceramic goods,7506542.367369038,0.00039836314469364134,75,
PBA,materials,SE,"Insurance and pension funding services, except compulsory social security services (66)",7272451.973933696,0.00038594025000955275,76,
PBA,materials,SE,Iron ores,6979070.243880173,0.0003703708356427163,77,
PBA,materials,SE,Retail trade services of motor fuel,6719106.241297414,0.0003565748597449194,78,
PBA,materials,SE,Post and telecommunication services (64),6654591.535194301,0.00035315114214706225,79,
PBA,materials,SE,Dairy products,6571183.2960987305,0.0003487247675536266,80,
PBA,materials,SE,Inert/metal/hazardous waste for treatment: landfill,6033264.477688029,0.0003201780650100586,81,
PBA,materials,SE,Printed matter and recorded media (22),5927412.381662055,0.0003145606220141164,82,
PBA,materials,SE,Textiles (17),5591421.151751657,0.00029672997291015324,83,
PBA,materials,SE,Food waste for treatment: incineration,5370837.169611946,0.0002850238471742614,84,
PBA,materials,SE,Health and social work services (85),5290938.306000688,0.0002807837109027352,85,
PBA,materials,SE,Beverages,5147474.192312721,0.00027317024351888896,86,
PBA,materials,SE,Transmission services of electricity,4932907.476184862,0.0002617834468287318,87,
PBA,materials,SE,Fish products,4707093.463240062,0.00024979976966950867,88,
PBA,materials,SE,Public administration and defence services; compulsory social security services (75),4398764.647689889,0.0002334371315132037,89,
PBA,materials,SE,Railway transportation services,4118767.781683328,0.00021857803572875782,90,
PBA,materials,SE,Fish and other fishing products; services incidental of fishing (05),3954347.569181143,0.0002098524534702347,91,
PBA,materials,SE,"Radio, television and communication equipment and apparatus (32)",3926440.5228121784,0.00020837146019708964,92,
PBA,materials,SE,Transportation services via pipelines,3259353.4664913593,0.0001729699551452337,93,
PBA,materials,SE,"Lead, zinc and tin ores and concentrates",2994108.0980509403,0.00015889370353481576,94,
PBA,materials,SE,Membership organisation services n.e.c. (91),2830030.0898825484,0.00015018628164732185,95,
PBA,materials,SE,"Bricks, tiles and construction products, in baked clay",2696924.6021892335,0.0001431225340444326,96,
PBA,materials,SE,Paper waste for treatment: incineration,2657842.3703337424,0.00014104848716350407,97,
PBA,materials,SE,Biodiesels,2481679.1083464744,0.0001316997154400809,98,
PBA,materials,SE,Meat products nec,2375098.0544913663,0.00012604358753183807,99,
PBA,materials,SE,Food waste for treatment: composting and land application,2349710.3916136282,0.00012469629490023164,100,
PBA,materials,SE,Distribution services of gaseous fuels through mains,2291107.7968129837,0.00012158632591458076,101,
PBA,materials,SE,Wood waste for treatment: incineration,2277821.081473519,0.00012088121596565317,102,
PBA,materials,SE,Oil/hazardous waste for treatment: incineration,2237514.896080775,0.00011874221534754489,103,
PBA,materials,SE,Education services (80),1871202.5526200512,9.930246133836896e-05,104,
PBA,materials,SE,Sugar,1798136.9985848698,9.542496055974622e-05,105,
PBA,materials,SE,Plastic waste for treatment: incineration,1766621.0191996582,9.375244556661588e-05,106,
PBA,materials,SE,Sewage sludge for treatment: biogasification and land application,1516958.3277926673,8.05031478215043e-05,107,
PBA,materials,SE,"Financial intermediation services, except insurance and pension funding services (65)",1514607.0306040517,8.03783673172021e-05,108,
PBA,materials,SE,Lubricants,1448783.0567041351,7.688516845736625e-05,109,
PBA,materials,SE,Kerosene Type Jet Fuel,1427859.3988792384,7.577477518684363e-05,110,
PBA,materials,SE,Other Liquid Biofuels,1420595.4996419824,7.53892888202483e-05,111,
PBA,materials,SE,"Recreational, cultural and sporting services (92)",1377484.110709522,7.310141943554983e-05,112,
PBA,materials,SE,Food waste for treatment: biogasification and land application,1346065.6777231442,7.143408111208858e-05,113,
PBA,materials,SE,Plastic waste for treatment: landfill,1282487.1665426067,6.806004624899145e-05,114,
PBA,materials,SE,Other non-ferrous metal products,1257805.8470411203,6.67502384079619e-05,115,
PBA,materials,SE,Precious metal ores and concentrates,1248406.3481324986,6.625141834400542e-05,116,
PBA,materials,SE,Bitumen,1106161.1740981406,5.870263861658456e-05,117,
PBA,materials,SE,Biogasoline,1106025.2957442757,5.8695427716320186e-05,118,
PBA,materials,SE,Services auxiliary to financial intermediation (67),1093915.9072234626,5.8052797080884375e-05,119,
PBA,materials,SE,Textiles waste for treatment: incineration,912750.746459678,4.843858062558114e-05,120,
PBA,materials,SE,Wearing apparel; furs (18),854751.6665571799,4.5360639447265394e-05,121,
PBA,materials,SE,Liquefied Petroleum Gases (LPG),836115.638311391,4.437164791784118e-05,122,
PBA,materials,SE,Electricity by petroleum and other oil derivatives,797933.3167282192,4.234535818907124e-05,123,
PBA,materials,SE,Paper for treatment: landfill,759047.280659444,4.028172318177867e-05,124,
PBA,materials,SE,Non-specified Petroleum Products,747143.4587125954,3.965000171634959e-05,125,
PBA,materials,SE,Food waste for treatment: landfill,620352.2246722163,3.292134393490877e-05,126,
PBA,materials,SE,Naphtha,615719.2540661483,3.267547777581943e-05,127,
PBA,materials,SE,P- and other fertiliser,515114.4354172223,2.7336501457969604e-05,128,
PBA,materials,SE,Office machinery and computers (30),508377.44167968596,2.697897733038555e-05,129,
PBA,materials,SE,Petroleum Coke,386529.2405295748,2.0512640339279704e-05,130,
PBA,materials,SE,Paper waste for treatment: biogasification and land application,360868.5626625845,1.91508591316626e-05,131,
PBA,materials,SE,Peat,346579.24235575285,1.839254214704012e-05,132,
PBA,materials,SE,Products of meat poultry,317768.6224129956,1.6863597314748086e-05,133,
PBA,materials,SE,Biogas,261172.83984732357,1.386012743262702e-05,134,
PBA,materials,SE,Products of meat pigs,257466.28561968327,1.3663425072760395e-05,135,
PBA,materials,SE,Refinery Feedstocks,252793.46176813598,1.341544395002755e-05,136,
PBA,materials,SE,Blast Furnace Gas,251048.32990885992,1.3322831908245398e-05,137,
PBA,materials,SE,Paraffin Waxes,245021.29926083615,1.3002984665052764e-05,138,
PBA,materials,SE,Products of meat cattle,238978.61873861193,1.268230690192226e-05,139,
PBA,materials,SE,Coke oven gas,217619.67920794414,1.154881375656347e-05,140,
PBA,materials,SE,Precious metals,172046.28025008988,9.130288470920969e-06,141,
PBA,materials,SE,Refinery Gas,128322.39332402084,6.8099145568518116e-06,142,
PBA,materials,SE,Wood waste for treatment: landfill,104243.47563381193,5.532075452980488e-06,143,
PBA,materials,SE,Uranium and thorium ores (12),101340.59672903817,5.378023172639358e-06,144,
PBA,materials,SE,Textiles waste for treatment: landfill,80400.8671797585,4.266776995098757e-06,145,
PBA,materials,SE,Leather and leather products (19),72522.88972282206,3.848702238442084e-06,146,
PBA,materials,SE,Processed rice,62977.87700360903,3.342159932160637e-06,147,
PBA,materials,SE,N-fertiliser,55641.47443726592,2.952825901386191e-06,148,
PBA,materials,SE,Electricity by solar photovoltaic,55330.959933028935,2.936347271368921e-06,149,
PBA,materials,SE,White Spirit & SBP,39698.47047343278,2.1067499207184427e-06,150,
PBA,materials,SE,products of Vegetable oils and fats,39347.54619560024,2.08812679278215e-06,151,
PBA,materials,SE,"Natural gas and services related to natural gas extraction, excluding surveying",39156.946256937794,2.0780118840494627e-06,152,
PBA,materials,SE,Gas Works Gas,19366.526932335746,1.0277582131683032e-06,153,
PBA,materials,SE,Kerosene,11529.563524037318,6.1186002257793e-07,154,
PBA,materials,SE,Oxygen Steel Furnace Gas,6513.347978090235,3.4565551702140106e-07,155,
PBA,materials,SE,Charcoal,5662.893382769645,3.005229179590433e-07,156,
PBA,materials,SE,Private households with employed persons (95),2176.1898082083403,1.1548776694002337e-07,157,
PBA,materials,SE,Coal Tar,2058.3318907489042,1.0923318948898846e-07,158,
PBA,materials,SE,Paper and wood waste for treatment: composting and land application,1824.5329693617555,9.682576287475494e-08,159,
PBA,materials,SE,Other non-ferrous metal ores and concentrates,1632.1785407068576,8.66177454754512e-08,160,
PBA,materials,SE,"Wool, silk-worm cocoons",1568.7009019382235,8.324906378952302e-08,161,
PBA,materials,SE,Aviation Gasoline,725.6022880274536,3.850683778353572e-08,162,
PBA,materials,SE,Ethane,97.18559118138006,5.1575220424013175e-09,163,
PBA,materials,SE,Additives/Blending Components,17.64876850217113,9.365988462353986e-10,164,
PBA,materials,SE,Electricity by Geothermal,1.5189451970578887,8.060858857569619e-11,165,
PBA,materials,SE,Electricity by solar thermal,0.10626306838940164,5.639252803316179e-12,166,
PBA,materials,SE,Nickel ores and concentrates,0.0013251711165881241,7.032523196778441e-14,167,
PBA,materials,SE,Plant-based fibers,0.0,0.0,168,
PBA,materials,SE,Gasoline Type Jet Fuel,0.0,0.0,169,
PBA,materials,SE,Gas Coke,0.0,0.0,170,
PBA,materials,SE,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0,0.0,171,
PBA,materials,SE,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0,0.0,172,
PBA,materials,SE,Tobacco products (16),0.0,0.0,173,
PBA,materials,SE,Manure (biogas treatment),0.0,0.0,174,
PBA,materials,SE,Manure (conventional treatment),0.0,0.0,175,
PBA,materials,SE,Coking Coal,0.0,0.0,176,
PBA,materials,SE,Patent Fuel,0.0,0.0,177,
PBA,materials,SE,Sub-Bituminous Coal,0.0,0.0,178,
PBA,materials,SE,Other Hydrocarbons,0.0,0.0,179,
PBA,materials,SE,"Crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,180,
PBA,materials,SE,Lignite/Brown Coal,0.0,0.0,181,
PBA,materials,SE,Natural Gas Liquids,0.0,0.0,182,
PBA,materials,SE,BKB/Peat Briquettes,0.0,0.0,183,
PBA,materials,SE,Aluminium ores and concentrates,0.0,0.0,184,
PBA,materials,SE,Anthracite,0.0,0.0,185,
PBA,materials,SE,Other Bituminous Coal,0.0,0.0,186,
PBA,materials,SE,Paddy rice,0.0,0.0,187,
PBA,materials,SE,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0,0.0,188,
PBA,materials,SE,"Bottles for treatment, Recycling of bottles by direct reuse",0.0,0.0,189,
PBA,materials,SE,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0,0.0,190,
PBA,materials,SE,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0,0.0,191,
PBA,materials,SE,"Ash for treatment, Re-processing of ash into clinker",0.0,0.0,192,
PBA,materials,SE,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0,0.0,193,
PBA,materials,SE,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0,0.0,194,
PBA,materials,SE,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0,0.0,195,
PBA,materials,SE,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0,0.0,196,
PBA,materials,SE,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0,0.0,197,
PBA,materials,SE,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0,0.0,198,
PBA,materials,SE,"Electricity by tide, wave, ocean",0.0,0.0,199,
PBA,materials,SE,Extra-territorial organizations and bodies,0.0,0.0,200,
CBA,ghg,SE,Construction work (45),10834418912.021866,0.12039559075417786,1,kg CO2-Equivalents
CBA,ghg,SE,Real estate services (70),7812964859.283664,0.08682020950208486,2,kg CO2-Equivalents
CBA,ghg,SE,Steam and hot water supply services,4360999489.06278,0.04846084631099056,3,kg CO2-Equivalents
CBA,ghg,SE,Machinery and equipment n.e.c. (29),4178177664.55005,0.04642927066824488,4,kg CO2-Equivalents
CBA,ghg,SE,Supporting and auxiliary transport services; travel agency services (63),4146252912.6305876,0.04607451242987186,5,kg CO2-Equivalents
CBA,ghg,SE,Food products nec,4142378765.6656394,0.046031461647333266,6,kg CO2-Equivalents
CBA,ghg,SE,Hotel and restaurant services (55),4042972740.4847836,0.044926829527848385,7,kg CO2-Equivalents
CBA,ghg,SE,"Motor vehicles, trailers and semi-trailers (34)",3197846636.750583,0.03553551308096866,8,kg CO2-Equivalents
CBA,ghg,SE,Dairy products,3161595456.31653,0.035132678160209665,9,kg CO2-Equivalents
CBA,ghg,SE,Air transport services (62),2721671699.93566,0.030244102135379935,10,kg CO2-Equivalents
CBA,ghg,SE,Motor Gasoline,2398427295.3997746,0.026652105060308573,11,kg CO2-Equivalents
CBA,ghg,SE,Products of meat cattle,2313847616.086102,0.025712228123718144,12,kg CO2-Equivalents
CBA,ghg,SE,Health and social work services (85),2084266630.8349643,0.023161049461559623,13,kg CO2-Equivalents
CBA,ghg,SE,Computer and related services (72),2005673189.2543182,0.022287693547842234,14,kg CO2-Equivalents
CBA,ghg,SE,"Fabricated metal products, except machinery and equipment (28)",1808949547.170769,0.020101636381667693,15,kg CO2-Equivalents
CBA,ghg,SE,Public administration and defence services; compulsory social security services (75),1757211575.4525814,0.01952670719349292,16,kg CO2-Equivalents
CBA,ghg,SE,Furniture; other manufactured goods n.e.c. (36),1500805164.4896605,0.016677435666176785,17,kg CO2-Equivalents
CBA,ghg,SE,Electrical machinery and apparatus n.e.c. (31),1342612930.8389504,0.014919552056750612,18,kg CO2-Equivalents
CBA,ghg,SE,"Plastics, basic",1237681481.5434968,0.013753519625366563,19,kg CO2-Equivalents
CBA,ghg,SE,Textiles (17),1233493827.819233,0.01370698505363727,20,kg CO2-Equivalents
CBA,ghg,SE,Education services (80),1179820310.8514402,0.01311054745641445,21,kg CO2-Equivalents
CBA,ghg,SE,Research and development services (73),1104349307.1418123,0.0122718890890193,22,kg CO2-Equivalents
CBA,ghg,SE,Wearing apparel; furs (18),1021981723.3785384,0.011356593678467098,23,kg CO2-Equivalents
CBA,ghg,SE,Other transport equipment (35),970172096.5858743,0.010780868235773077,24,kg CO2-Equivalents
CBA,ghg,SE,Post and telecommunication services (64),947882616.8189145,0.010533180278907319,25,kg CO2-Equivalents
CBA,ghg,SE,"Recreational, cultural and sporting services (92)",901829953.1008067,0.010021428084427108,26,kg CO2-Equivalents
CBA,ghg,SE,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",864842142.8660804,0.009610407493468413,27,kg CO2-Equivalents
CBA,ghg,SE,Meat products nec,840600721.3782785,0.009341028924627357,28,kg CO2-Equivalents
CBA,ghg,SE,Rubber and plastic products (25),800021097.231013,0.00889009492793913,29,kg CO2-Equivalents
CBA,ghg,SE,"Vegetables, fruit, nuts",759287806.5239534,0.00843745333840298,30,kg CO2-Equivalents
CBA,ghg,SE,Wheat,754872353.8944916,0.008388387391065344,31,kg CO2-Equivalents
CBA,ghg,SE,"Radio, television and communication equipment and apparatus (32)",688811568.6284531,0.007654298435084099,32,kg CO2-Equivalents
CBA,ghg,SE,Other land transportation services,676871622.005801,0.0075216178604376365,33,kg CO2-Equivalents
CBA,ghg,SE,Membership organisation services n.e.c. (91),675292762.2414049,0.0075040730566418795,34,kg CO2-Equivalents
CBA,ghg,SE,"Medical, precision and optical instruments, watches and clocks (33)",666596406.532694,0.007407436320379359,35,kg CO2-Equivalents
CBA,ghg,SE,Office machinery and computers (30),663243533.528822,0.007370178103828678,36,kg CO2-Equivalents
CBA,ghg,SE,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",454075870.5890655,0.0050458389259923995,37,kg CO2-Equivalents
CBA,ghg,SE,Beverages,432253480.249479,0.004803341418932975,38,kg CO2-Equivalents
CBA,ghg,SE,Ceramic goods,413385338.99626946,0.004593672489656775,39,kg CO2-Equivalents
CBA,ghg,SE,Renting services of machinery and equipment without operator and of personal and household goods (71),412656465.45468974,0.0045855730095336455,40,kg CO2-Equivalents
CBA,ghg,SE,Products of meat pigs,408840162.5728765,0.00454316500928151,41,kg CO2-Equivalents
CBA,ghg,SE,"Insurance and pension funding services, except compulsory social security services (66)",401767525.3485509,0.004464571561517751,42,kg CO2-Equivalents
CBA,ghg,SE,Other services (93),401552051.9114563,0.004462177150524277,43,kg CO2-Equivalents
